date,turnover,top3_ind,rise_pct,margin_pct,pct_turnover,pct_top3_ind,pct_rise_pct,pct_margin_pct,composite_sentiment
2012-03-21,58.47,66.36,45.26,15.13,64.68,94.84,,97.22,85.58
2012-03-22,59.7,63.13,30.53,15.57,68.11,86.22,23.02,94.88,68.06
2012-03-23,52.2,61.0,63.16,14.82,36.33,78.52,57.87,98.05,67.69
2012-03-26,58.08,63.23,98.95,14.26,62.4,87.21,97.66,99.61,86.72
2012-03-27,55.62,64.91,31.58,15.59,54.23,90.38,23.64,91.92,65.05
2012-03-28,59.27,63.04,30.53,15.47,67.56,83.59,22.69,93.51,66.84
2012-03-29,56.14,62.42,40.0,15.48,58.71,82.2,32.44,92.8,66.54
2012-03-30,57.64,64.65,76.84,15.5,62.03,89.85,71.59,92.11,78.89
2012-04-02,53.67,61.85,83.16,15.64,42.16,78.73,79.7,88.81,72.35
2012-04-03,63.11,66.65,23.16,15.66,78.15,95.19,19.03,87.78,70.04
2012-04-04,57.11,64.73,16.84,16.44,60.66,89.34,17.41,87.13,63.63
2012-04-05,54.05,65.75,49.47,16.7,43.43,90.88,45.22,86.5,66.51
2012-04-09,49.78,64.67,5.26,18.81,22.1,88.04,8.76,67.75,46.66
2012-04-10,73.42,65.67,0.0,20.39,94.6,90.29,0.72,61.51,61.78
2012-04-11,58.39,63.8,82.11,20.02,64.64,83.93,79.5,61.79,72.46
2012-04-12,61.65,64.0,89.47,17.2,74.11,84.04,85.71,84.04,81.98
2012-04-13,72.1,68.37,14.74,19.55,93.31,96.13,15.25,62.32,66.75
2012-04-16,71.88,66.54,61.05,19.55,91.96,94.06,57.04,62.24,76.32
2012-04-17,66.31,68.63,94.74,18.46,82.29,96.18,91.96,71.88,85.58
2012-04-18,61.56,69.89,28.42,18.64,71.38,96.9,21.88,68.62,64.69
2012-04-19,68.79,67.37,15.79,18.36,85.96,94.18,16.9,72.95,67.49
2012-04-20,72.32,68.25,56.84,17.44,93.54,94.22,53.08,81.97,80.7
2012-04-23,64.19,67.16,9.47,18.97,78.04,92.91,13.27,65.2,62.35
2012-04-24,64.47,67.62,68.42,18.1,78.19,93.62,63.51,76.85,78.04
2012-04-25,66.31,64.56,83.16,16.82,81.0,81.0,80.2,86.33,82.13
2012-04-26,58.13,57.14,76.84,16.24,59.27,41.39,71.33,88.41,65.1
2012-04-27,59.61,58.89,63.16,16.32,64.14,56.91,58.28,87.83,66.79
2012-04-30,53.49,55.93,33.68,17.15,36.93,26.47,27.3,83.33,43.51
2012-05-01,55.42,60.39,70.53,16.6,48.38,63.96,64.71,86.69,65.93
2012-05-02,48.57,59.23,49.47,16.88,16.45,60.32,44.81,84.19,51.44
2012-05-03,49.06,59.33,17.89,17.56,18.27,61.22,19.03,78.53,44.26
2012-05-04,54.73,61.19,6.32,19.16,46.82,69.11,10.26,60.19,46.59
2012-05-07,52.48,63.7,55.79,18.94,31.96,78.8,51.27,62.34,56.09
2012-05-08,58.64,59.04,30.53,19.05,63.84,56.92,25.32,60.69,51.69
2012-05-09,59.16,57.94,18.95,20.08,64.69,46.56,20.13,54.06,46.36
2012-05-10,55.68,59.59,65.26,18.83,50.0,61.8,62.5,63.66,59.49
2012-05-11,60.97,64.05,38.95,19.89,70.68,80.56,33.23,54.63,59.77
2012-05-14,52.78,59.41,9.47,21.87,32.82,61.04,12.96,43.87,37.67
2012-05-15,56.13,60.99,31.58,21.97,53.96,67.38,27.61,42.99,47.98
2012-05-16,61.95,62.37,34.74,22.27,73.64,73.03,30.18,41.52,54.59
2012-05-17,66.68,61.65,5.26,24.49,84.04,70.78,8.18,37.65,50.16
2012-05-18,96.92,71.03,22.11,25.1,99.7,97.31,21.69,36.23,63.73
2012-05-21,63.25,67.02,85.42,22.01,75.89,91.96,83.53,43.75,73.79
2012-05-22,61.95,65.8,54.17,22.48,72.49,86.69,50.89,41.72,62.95
2012-05-23,65.44,64.42,56.25,22.33,79.71,80.29,54.14,42.06,64.05
2012-05-24,52.64,60.77,60.42,21.54,30.7,62.87,58.53,46.49,49.65
2012-05-25,40.49,59.95,32.29,21.76,3.78,60.17,28.36,46.22,34.63
2012-05-29,47.42,59.14,93.75,21.03,9.54,54.05,92.73,50.58,51.72
2012-05-30,51.48,60.78,5.21,24.14,26.72,63.51,7.23,37.64,33.77
2012-05-31,64.36,57.95,43.75,24.06,78.57,43.14,40.52,38.0,50.06
2012-06-01,63.97,58.33,2.08,26.66,76.99,48.01,1.43,30.97,39.35
2012-06-04,56.04,59.67,52.08,26.12,51.69,59.04,50.28,31.92,48.23
2012-06-05,46.73,59.28,64.58,24.68,8.71,56.46,64.12,36.24,41.38
2012-06-06,54.63,58.47,100.0,22.16,43.85,48.32,99.16,44.97,59.08
2012-06-07,56.93,53.24,52.08,21.72,55.28,5.28,49.72,48.06,39.58
2012-06-08,48.81,53.02,89.58,21.23,16.85,4.14,87.5,50.0,39.62
2012-06-11,54.63,59.08,7.29,23.56,43.68,53.57,11.88,38.74,36.97
2012-06-12,49.78,59.42,91.67,22.09,20.49,59.29,89.84,45.08,53.67
2012-06-13,50.52,59.87,22.92,24.27,23.64,61.14,22.13,37.23,36.04
2012-06-14,52.37,56.28,77.08,21.68,31.08,26.76,74.73,48.92,45.37
2012-06-15,64.69,54.55,87.5,21.11,80.38,15.32,85.14,52.42,58.31
2012-06-18,48.52,60.07,58.33,18.32,15.24,62.83,55.65,74.06,51.95
2012-06-19,52.26,59.54,86.46,18.38,31.12,59.31,84.22,73.14,61.95
2012-06-20,53.28,56.21,35.42,17.24,35.71,25.66,31.12,84.39,44.22
2012-06-21,56.47,54.75,3.12,20.08,55.53,17.63,3.44,58.42,33.75
2012-06-22,68.47,52.13,88.54,18.11,87.17,0.26,86.05,77.23,62.68
2012-06-25,47.09,57.01,3.12,20.38,9.11,35.16,3.66,57.55,26.37
2012-06-26,41.54,53.34,69.79,19.72,3.89,6.48,65.89,60.36,34.15
2012-06-27,38.85,51.72,82.29,19.45,3.35,0.26,79.53,62.11,36.31
2012-06-28,47.85,57.6,43.75,19.71,14.62,41.79,39.69,60.26,39.09
2012-06-29,63.97,55.49,90.62,17.08,77.81,23.21,89.49,86.99,69.37
2012-07-02,45.56,56.42,58.33,16.8,8.38,31.73,55.1,88.32,45.88
2012-07-03,29.43,54.83,77.08,16.66,2.78,19.44,73.6,89.14,46.24
2012-07-05,48.92,57.42,28.12,17.5,19.35,41.46,22.98,81.16,41.23
2012-07-06,46.69,56.12,15.62,17.1,9.75,26.25,15.83,85.5,34.33
2012-07-09,45.52,55.09,45.83,17.98,8.71,20.65,43.75,77.11,37.55
2012-07-10,50.99,57.51,26.04,18.72,28.96,42.82,23.13,66.58,40.38
2012-07-11,51.98,58.14,41.67,17.95,32.76,49.01,38.37,78.33,49.62
2012-07-12,55.15,56.1,26.04,18.33,51.23,26.23,23.15,71.32,42.98
2012-07-13,46.59,57.16,95.83,16.74,10.0,39.27,94.85,88.54,58.16
2012-07-16,42.03,59.43,31.25,17.11,5.1,62.38,27.56,84.47,44.88
2012-07-17,48.76,56.95,81.25,16.48,20.05,36.47,78.88,90.1,56.38
2012-07-18,47.19,58.04,67.71,16.16,12.74,47.84,64.49,91.59,54.16
2012-07-19,62.92,58.44,54.17,15.45,76.32,52.39,50.48,95.93,68.78
2012-07-20,63.26,54.08,17.71,16.27,77.86,11.67,18.42,90.24,49.55
2012-07-23,55.35,58.0,10.42,18.62,51.9,47.63,13.57,65.64,44.68
2012-07-24,54.44,59.51,16.67,20.47,46.93,63.44,18.25,51.42,45.01
2012-07-25,59.92,62.43,51.04,19.34,68.78,78.17,47.88,58.92,63.44
2012-07-26,54.45,54.17,90.62,17.53,46.96,12.38,89.67,78.74,56.94
2012-07-27,68.02,52.57,97.92,16.7,87.67,3.02,97.43,87.44,68.89
2012-07-30,43.83,56.04,38.54,18.03,6.25,25.69,34.65,73.84,35.11
2012-07-31,50.33,55.23,25.0,18.93,26.5,21.89,22.45,61.52,33.09
2012-08-01,51.59,52.72,23.96,18.96,31.88,4.36,22.35,60.78,29.84
2012-08-02,50.56,56.12,17.71,17.57,27.63,27.63,18.81,77.85,37.98
2012-08-03,49.37,55.88,96.88,15.64,22.95,25.23,96.12,92.5,59.2
2012-08-06,40.12,59.57,51.04,15.95,3.85,64.93,48.18,91.18,52.03
2012-08-07,48.16,54.0,59.38,15.99,17.79,11.49,58.14,90.77,44.55
2012-08-08,40.75,54.86,53.12,15.32,4.71,19.96,50.68,96.64,42.99
2012-08-09,36.17,53.96,43.75,15.28,3.35,10.94,40.58,97.1,37.99
2012-08-10,35.08,50.41,64.58,14.74,3.33,0.22,63.84,98.89,41.57
2012-08-13,36.2,60.04,36.46,13.7,4.2,68.36,33.11,99.78,51.36
2012-08-14,43.41,60.74,46.88,14.85,7.71,70.7,44.91,97.14,55.12
2012-08-15,39.5,54.2,58.33,14.63,5.04,14.69,57.05,98.46,43.81
2012-08-16,47.29,55.92,76.04,14.29,15.5,26.86,72.59,98.91,53.46
2012-08-17,49.22,59.62,56.25,13.45,25.0,65.87,54.59,99.78,61.31
2012-08-20,48.6,64.71,32.29,14.02,22.29,87.66,28.7,98.92,59.39
2012-08-21,57.86,69.81,34.38,15.02,64.01,97.2,30.09,95.04,71.58
2012-08-22,47.47,65.51,45.83,15.11,16.52,88.63,44.4,94.21,60.94
2012-08-23,42.75,60.53,9.38,15.96,7.48,69.44,11.37,86.54,43.71
2012-08-24,44.72,62.01,84.38,15.18,10.85,76.38,82.69,93.4,65.83
2012-08-27,40.58,63.55,42.71,16.35,6.14,81.57,38.94,83.69,52.58
2012-08-28,36.9,57.14,39.58,16.49,4.43,40.3,35.38,82.49,40.65
2012-08-29,36.41,57.43,54.17,17.06,4.41,43.49,52.53,78.36,44.7
2012-08-30,36.33,57.27,13.54,17.83,4.39,41.21,12.82,70.08,32.13
2012-08-31,46.05,55.98,79.17,17.47,14.79,26.46,78.03,73.12,48.1
2012-09-04,46.48,57.0,38.54,17.98,15.15,37.97,34.58,67.84,38.88
2012-09-05,46.2,59.43,43.75,17.74,15.08,62.6,41.08,70.87,47.41
2012-09-06,59.12,61.68,97.92,15.6,69.75,75.93,97.52,88.68,82.97
2012-09-07,55.25,59.97,53.12,14.38,56.35,67.01,51.44,97.75,68.14
2012-09-10,52.5,62.83,26.04,16.28,41.84,79.8,22.75,83.88,57.06
2012-09-11,59.52,70.76,60.42,16.41,70.93,97.76,61.22,82.72,78.16
2012-09-12,60.53,70.7,61.46,15.8,74.7,97.37,62.4,86.44,80.23
2012-09-13,70.76,63.03,96.88,14.05,92.94,79.23,95.95,98.59,91.68
2012-09-14,78.66,58.11,62.5,14.51,97.39,49.2,62.3,96.59,76.37
2012-09-17,56.38,54.36,35.42,14.59,61.0,14.2,30.92,96.2,50.58
2012-09-18,51.25,58.78,40.62,14.18,35.66,53.98,37.4,98.21,56.31
2012-09-19,53.41,59.58,58.33,13.88,45.44,63.29,57.77,99.01,66.38
2012-09-20,54.47,59.05,47.92,14.07,51.79,56.55,46.23,97.82,63.1
2012-09-21,96.08,57.48,47.92,13.98,99.4,43.06,46.03,98.61,71.78
2012-09-24,56.93,67.3,42.71,14.15,63.29,93.85,38.49,97.02,73.16
2012-09-25,65.43,62.77,14.58,15.43,85.52,78.37,12.9,88.29,66.27
2012-09-26,62.14,67.3,29.17,16.81,78.77,93.45,23.61,74.8,67.66
2012-09-27,55.38,66.24,80.21,14.84,56.55,90.67,79.96,92.26,79.86
2012-09-28,60.68,61.46,26.04,15.73,75.6,72.82,21.83,82.74,63.24
2012-10-01,57.98,64.94,69.79,16.32,66.07,86.71,69.84,78.97,75.4
2012-10-02,55.45,63.49,48.96,15.71,57.34,79.96,47.42,82.74,66.87
2012-10-03,52.27,61.15,75.0,15.43,40.28,70.04,74.01,87.7,68.01
2012-10-04,51.14,63.05,85.42,14.55,35.52,77.98,84.13,94.25,72.97
2012-10-05,56.03,66.27,50.0,14.33,61.31,90.67,48.61,95.44,74.01
2012-10-08,45.53,67.65,35.42,15.11,13.29,94.64,30.36,89.68,56.99
2012-10-09,63.26,66.85,11.46,16.37,83.13,91.87,10.52,75.99,65.38
2012-10-10,55.44,56.62,23.96,16.29,57.74,33.93,19.84,77.18,47.17
2012-10-11,52.49,63.45,53.12,15.59,41.87,78.37,52.98,83.33,64.14
2012-10-12,50.62,65.78,39.58,16.14,33.53,87.1,35.32,78.37,58.58
2012-10-15,56.2,63.2,80.21,15.27,63.69,77.58,81.35,88.29,77.73
2012-10-16,58.71,67.56,79.17,15.22,71.23,93.85,79.76,88.29,83.28
2012-10-17,58.65,63.23,73.96,15.07,71.23,78.37,74.4,89.88,78.47
2012-10-18,76.28,65.8,46.88,15.03,97.42,87.5,44.84,90.28,80.01
2012-10-19,85.69,65.99,7.29,17.06,99.01,88.69,7.94,67.06,65.67
2012-10-22,58.45,61.48,40.62,16.62,69.64,69.64,37.3,70.83,61.86
2012-10-23,62.07,64.29,18.75,18.83,80.36,81.55,16.87,44.84,55.9
2012-10-24,58.95,64.67,35.42,18.33,72.02,83.13,30.95,50.4,59.13
2012-10-25,59.52,61.43,62.5,18.12,74.01,67.66,65.87,53.37,65.23
2012-10-26,68.39,66.71,40.62,17.81,90.28,91.07,37.9,57.74,69.25
2012-10-31,57.17,59.34,60.42,18.6,66.07,52.98,64.09,46.23,57.34
2012-11-01,56.27,55.74,84.38,16.69,62.9,21.63,85.71,70.04,60.07
2012-11-02,61.08,58.67,20.83,17.59,78.37,47.82,16.87,58.93,50.5
2012-11-05,45.17,62.98,52.08,18.42,12.1,73.61,52.58,47.42,46.43
2012-11-06,45.49,57.97,77.08,17.58,13.29,41.87,79.96,58.93,48.51
2012-11-07,70.1,64.59,5.21,19.08,92.66,81.55,4.76,37.9,54.22
2012-11-08,68.01,65.61,7.29,18.49,89.48,85.12,7.34,45.83,56.94
2012-11-09,63.92,64.61,55.21,18.61,83.93,81.15,57.34,43.85,66.57
2012-11-12,42.52,63.01,55.21,16.68,8.53,72.42,57.14,70.04,52.03
2012-11-13,52.71,61.53,27.08,16.65,43.06,66.47,22.02,70.44,50.5
2012-11-14,60.72,61.15,5.21,17.92,76.79,62.9,4.56,54.96,49.8
2012-11-15,59.64,61.12,46.88,17.99,73.61,62.5,46.23,52.18,58.63
2012-11-16,77.29,66.86,70.83,16.41,97.42,91.47,76.39,72.62,84.47
2012-11-19,61.01,64.71,94.79,15.24,76.79,81.94,94.64,87.1,85.12
2012-11-20,50.86,64.09,59.38,15.08,33.53,77.98,63.49,89.09,66.02
2012-11-21,43.45,63.74,63.54,15.31,10.12,76.39,69.25,85.32,60.27
2012-11-23,26.77,62.71,92.71,15.14,0.99,69.25,93.45,87.5,62.8
2012-11-26,54.09,65.17,36.46,15.5,47.82,83.53,31.35,81.35,61.01
2012-11-27,51.42,63.47,25.0,15.92,35.91,74.01,18.25,75.99,51.04
2012-11-28,53.93,61.96,88.54,15.51,47.02,64.88,89.68,80.75,70.59
2012-11-29,55.17,61.33,72.92,15.06,54.17,60.91,75.6,89.48,70.04
2012-11-30,58.76,59.55,55.21,15.87,70.04,49.4,56.15,75.2,62.7
2012-12-03,47.98,60.45,22.92,16.64,22.42,54.96,16.67,66.47,40.13
2012-12-04,52.0,63.66,39.58,17.12,37.5,75.2,34.33,58.53,51.39
2012-12-05,69.79,69.64,66.67,16.46,92.26,96.23,71.63,68.06,82.04
2012-12-06,61.38,68.85,60.42,16.58,77.18,95.44,64.29,66.87,75.94
2012-12-07,54.28,67.5,69.79,15.9,47.82,92.66,73.61,74.8,72.22
2012-12-10,47.98,62.78,54.17,16.05,22.02,67.26,53.97,72.82,54.02
2012-12-11,66.67,67.09,78.12,15.57,88.29,90.67,81.94,79.76,85.17
2012-12-12,58.75,60.99,48.96,15.95,68.85,55.75,46.43,73.41,61.11
2012-12-13,55.73,64.63,29.17,16.56,56.94,78.37,21.83,65.28,55.61
2012-12-14,60.31,69.15,31.25,17.0,74.01,95.44,24.6,58.53,63.14
2012-12-17,63.05,65.72,89.58,16.34,80.36,83.13,92.06,68.45,81.0
2012-12-18,70.42,60.78,87.5,15.57,92.66,52.58,89.29,79.56,78.52
2012-12-19,60.16,58.58,17.71,17.36,72.82,36.31,12.1,51.79,43.25
2012-12-20,53.88,59.53,71.88,17.67,44.25,43.85,75.2,47.82,52.78
2012-12-21,86.2,55.56,12.5,17.84,99.01,13.29,8.13,45.44,41.47
2012-12-24,20.23,56.71,28.12,17.84,0.2,22.42,20.63,45.24,22.12
2012-12-26,34.37,58.9,20.83,19.48,3.37,37.9,14.68,22.42,19.59
2012-12-27,45.85,61.19,29.17,19.47,14.48,56.15,22.42,22.42,28.87
2012-12-28,37.16,59.33,1.04,22.72,5.36,40.28,0.6,4.96,12.8
2012-12-31,57.6,61.7,100.0,18.02,61.71,60.52,99.6,41.47,65.82
2013-01-02,67.48,61.24,96.88,14.68,88.29,56.15,97.42,92.66,83.63
2013-01-03,56.63,56.48,46.39,14.56,58.93,18.45,44.64,93.45,53.87
2013-01-04,55.59,65.42,76.29,13.83,52.98,81.55,78.77,99.01,78.08
2013-01-07,51.51,62.57,36.08,13.79,32.74,63.69,31.55,99.01,56.75
2013-01-08,50.86,58.3,36.08,13.62,29.17,30.36,31.75,99.4,47.67
2013-01-09,52.51,64.85,67.01,13.81,38.69,79.56,71.23,98.21,71.92
2013-01-10,60.23,63.56,82.47,13.49,72.42,70.83,85.52,99.4,82.04
2013-01-11,48.65,60.29,47.42,13.36,22.82,47.42,46.63,99.8,54.17
2013-01-14,55.09,66.89,48.45,13.52,48.61,89.48,47.82,98.61,71.13
2013-01-15,60.39,70.29,60.82,13.55,72.82,97.02,65.67,98.21,83.43
2013-01-16,56.01,66.32,36.08,13.42,54.56,86.31,31.15,99.4,67.86
2013-01-17,60.81,61.94,75.26,13.57,74.01,58.53,77.58,97.42,76.88
2013-01-18,68.94,59.93,61.86,12.46,91.07,43.45,67.26,99.8,75.4
2013-01-22,58.83,60.54,61.86,12.43,66.07,47.42,67.06,99.8,70.09
2013-01-23,68.64,67.0,51.55,12.46,90.67,89.09,50.99,99.21,82.49
2013-01-24,76.82,68.67,73.2,12.69,96.63,94.25,76.39,98.61,91.47
2013-01-25,75.3,63.35,73.2,12.89,95.44,67.26,76.19,98.21,84.28
2013-01-28,61.55,61.09,40.21,13.57,75.2,50.6,37.1,95.24,64.53
2013-01-29,63.44,54.88,62.89,13.31,81.15,8.53,67.66,97.82,63.79
2013-01-30,56.0,54.63,27.84,14.32,52.58,6.94,20.04,88.69,42.06
2013-01-31,60.23,54.99,38.14,14.28,70.44,8.53,33.13,89.09,50.3
2013-02-01,64.23,59.71,85.57,12.9,82.74,41.07,88.29,97.82,77.48
2013-02-04,55.77,61.31,6.19,14.67,51.79,53.37,4.56,84.33,48.51
2013-02-05,54.94,58.86,88.66,13.72,45.44,30.75,91.07,93.06,65.08
2013-02-06,56.19,60.98,53.61,13.41,54.96,48.61,53.37,96.63,63.39
2013-02-07,60.51,62.04,30.93,13.5,71.23,58.53,25.2,95.04,62.5
2013-02-08,53.08,60.41,74.23,13.02,37.1,43.85,77.58,97.42,63.99
2013-02-11,45.2,60.5,44.33,12.94,11.31,44.64,42.66,97.42,49.01
2013-02-12,55.08,62.92,58.76,12.64,45.44,62.9,61.31,98.61,67.06
2013-02-13,51.58,59.61,48.45,12.98,31.15,38.29,47.62,96.63,53.42
2013-02-14,50.99,56.93,54.64,12.66,28.37,16.87,55.75,98.21,49.8
2013-02-15,58.22,54.52,48.45,12.46,61.31,5.75,47.42,99.01,53.37
2013-02-19,53.96,58.04,75.26,12.31,40.28,24.8,78.57,99.8,60.86
2013-02-20,57.17,59.81,15.46,14.68,58.53,41.07,10.12,79.76,47.37
2013-02-21,60.68,60.62,22.68,15.22,73.21,47.02,15.67,72.62,52.13
2013-02-22,48.49,58.76,84.54,14.17,20.04,29.17,87.9,85.52,55.65
2013-02-25,59.98,56.13,5.15,18.99,69.64,14.48,2.58,18.06,26.19
2013-02-26,59.66,57.9,74.23,16.87,68.45,23.21,77.38,44.25,53.32
2013-02-27,54.75,58.17,90.72,14.73,44.64,26.39,93.85,78.77,60.91
2013-02-28,55.28,55.27,39.18,15.51,47.42,9.72,35.91,65.48,39.63
2013-03-01,54.25,60.67,63.92,15.36,41.07,47.42,68.45,68.85,56.45
2013-03-04,50.33,60.44,74.23,14.01,24.8,45.44,76.79,87.1,58.53
2013-03-05,60.03,63.63,90.72,13.48,70.04,70.83,93.65,92.66,81.8
2013-03-06,50.32,62.99,63.92,13.53,24.4,64.48,67.86,91.07,61.95
2013-03-07,49.4,63.27,57.73,13.06,23.61,68.06,58.53,94.64,61.21
2013-03-08,53.22,63.18,71.13,12.59,37.9,66.47,73.61,97.82,68.95
2013-03-11,47.75,58.53,70.1,11.56,17.66,28.77,72.42,99.8,54.66
2013-03-12,51.47,56.46,31.96,12.27,30.75,16.47,27.18,99.4,43.45
2013-03-13,42.95,60.02,55.67,11.83,8.53,43.45,56.94,99.4,52.08
2013-03-14,48.24,56.08,67.01,11.3,19.64,13.29,70.63,99.8,50.84
2013-03-15,85.93,59.76,39.18,11.3,98.61,41.47,35.32,99.6,68.75
2013-03-18,52.01,64.22,15.46,13.36,33.53,74.8,10.32,91.27,52.48
2013-03-19,55.49,61.9,47.42,14.39,50.99,58.93,45.63,77.98,58.38
2013-03-20,49.5,54.98,81.44,12.67,24.8,8.53,84.72,94.64,53.17
2013-03-21,53.15,60.59,15.46,13.99,39.09,48.61,10.52,82.74,45.24
2013-03-22,49.0,55.78,81.44,13.57,23.21,11.71,84.52,86.31,51.44
2013-03-25,54.34,57.7,31.96,13.74,44.64,24.01,27.78,84.33,45.19
2013-03-26,42.82,56.29,82.47,12.77,8.53,16.87,85.71,93.85,51.24
2013-03-27,44.76,59.18,45.36,13.15,10.91,35.12,42.26,91.07,44.84
2013-03-28,51.93,56.19,70.1,12.7,34.33,16.07,73.02,93.85,54.32
2013-04-01,41.13,57.11,24.74,13.58,6.94,21.23,18.85,84.33,32.84
2013-04-02,50.62,56.15,73.2,12.78,29.96,16.07,75.6,93.06,53.67
2013-04-03,56.19,56.47,14.43,14.21,58.13,18.85,9.33,76.79,40.77
2013-04-04,50.97,59.89,72.16,13.89,31.15,46.23,74.8,80.36,58.13
2013-04-05,55.56,62.56,25.77,13.92,54.56,65.28,20.44,79.96,55.06
2013-04-08,43.83,56.34,77.32,13.19,10.91,18.06,81.94,89.88,50.2
2013-04-09,46.72,58.97,58.76,12.84,16.87,35.52,60.32,92.66,51.34
2013-04-10,51.04,59.05,92.78,12.36,33.13,36.31,95.44,97.42,65.58
2013-04-11,54.69,56.56,70.1,12.24,49.01,20.04,72.02,98.21,59.82
2013-04-12,46.08,56.49,36.08,12.06,15.28,20.04,30.95,98.21,41.12
2013-04-15,58.87,54.35,2.06,17.27,68.85,5.36,0.6,34.33,27.28
2013-04-16,52.6,55.93,93.81,13.96,41.07,13.29,95.83,77.58,56.94
2013-04-17,68.56,63.79,10.31,16.51,92.26,78.37,7.34,44.25,55.56
2013-04-18,63.49,60.18,20.62,17.56,84.72,51.79,14.88,31.35,45.68
2013-04-19,68.78,61.01,82.47,14.97,93.06,59.33,86.31,66.07,76.19
2013-04-22,53.89,60.19,63.92,14.39,45.44,52.18,66.87,71.03,58.88
2013-04-23,62.04,61.18,88.66,13.48,81.55,61.71,91.67,85.32,80.06
2013-04-24,64.81,61.38,55.67,13.61,88.69,64.09,55.56,81.15,72.37
2013-04-25,61.14,58.66,72.16,13.62,79.96,34.72,74.21,80.56,67.36
2013-04-26,59.45,59.72,36.08,13.61,71.23,48.21,30.75,80.95,57.79
2013-04-29,52.83,62.3,73.2,13.71,42.66,70.04,75.79,79.17,66.91
2013-04-30,61.74,60.99,53.61,13.52,81.55,60.12,51.98,83.73,69.35
2013-05-01,54.2,58.94,19.59,14.49,47.42,36.71,14.09,68.06,41.57
2013-05-02,52.55,60.49,84.54,13.59,41.07,54.56,87.7,80.75,66.02
2013-05-03,54.9,59.51,81.44,12.85,52.18,43.45,84.33,91.07,67.76
2013-05-06,52.64,63.35,53.61,12.66,41.47,77.58,51.79,93.65,66.12
2013-05-07,53.55,59.95,63.92,12.83,45.04,49.4,66.27,91.07,62.95
2013-05-08,54.85,58.64,68.04,12.66,51.79,33.93,69.64,93.45,62.2
2013-05-09,54.81,54.36,32.99,13.13,51.39,6.15,26.79,87.1,42.86
2013-05-10,49.91,51.21,80.41,12.59,27.58,0.6,83.13,94.44,51.44
2013-05-13,46.97,52.51,51.55,12.55,18.06,1.79,47.62,94.64,40.53
2013-05-14,58.1,56.64,88.66,12.77,67.26,22.82,91.47,90.48,68.01
2013-05-15,68.39,60.58,82.47,12.81,91.87,56.55,85.32,89.48,80.8
2013-05-16,64.01,62.01,18.56,13.07,87.1,69.64,12.1,85.52,63.59
2013-05-17,61.12,55.84,85.57,12.45,79.17,13.69,88.49,95.83,69.3
2013-05-20,52.38,59.24,36.08,13.02,39.48,41.07,28.97,85.71,48.81
2013-05-21,56.62,57.3,61.86,13.37,63.69,27.18,61.71,81.94,58.63
2013-05-22,75.43,56.06,15.46,13.82,96.63,16.07,9.13,71.23,48.26
2013-05-23,61.69,55.54,27.84,14.07,81.55,12.5,20.24,66.67,45.24
2013-05-24,50.24,52.01,50.52,13.99,28.37,1.39,45.83,68.25,35.96
2013-05-28,61.03,52.62,74.23,14.48,79.96,2.98,75.79,61.31,55.01
2013-05-29,56.61,53.86,27.84,14.83,63.69,4.96,20.44,56.55,36.41
2013-05-30,56.65,57.13,68.04,14.53,64.48,27.98,67.86,60.12,55.11
2013-05-31,67.11,55.47,8.25,16.3,90.28,13.29,5.36,37.1,36.51
2013-06-03,64.89,56.01,71.13,16.28,89.09,17.66,71.43,37.7,53.97
2013-06-04,58.71,55.84,27.84,16.27,68.85,15.67,20.63,38.1,35.81
2013-06-05,60.13,54.82,5.15,17.5,74.8,10.12,1.98,22.22,27.28
2013-06-06,63.01,52.64,80.41,16.63,84.33,3.37,82.54,30.75,50.25
2013-06-07,64.57,55.4,90.72,15.14,87.9,14.09,94.25,51.59,61.95
2013-06-10,54.58,55.27,43.3,15.44,49.01,14.09,37.5,46.63,36.81
2013-06-11,51.04,57.44,9.28,17.07,32.34,33.13,5.36,24.4,23.81
2013-06-12,48.21,55.36,9.28,18.59,21.23,13.69,5.56,9.72,12.55
2013-06-13,49.5,54.54,94.85,16.41,25.99,8.53,97.02,33.13,41.17
2013-06-14,46.06,55.84,24.74,17.15,14.88,17.66,17.06,22.02,17.91
2013-06-17,53.02,55.67,87.63,16.8,42.26,16.47,90.67,26.19,43.9
2013-06-18,46.44,53.53,89.69,16.61,16.07,4.56,93.06,29.96,35.91
2013-06-19,55.18,54.09,11.34,16.64,54.17,6.55,6.94,28.57,24.06
2013-06-20,73.07,54.12,2.06,20.49,95.83,6.94,0.79,0.6,26.04
2013-06-21,99.07,56.51,60.82,18.9,99.8,28.37,60.71,6.15,48.76
2013-06-24,73.06,57.39,14.43,20.11,95.04,33.93,9.13,1.79,34.97
2013-06-25,57.93,57.06,83.51,18.47,64.48,31.15,86.71,9.33,47.92
2013-06-26,52.38,56.88,83.51,17.21,37.9,29.17,86.9,20.44,43.6
2013-06-27,52.1,56.01,75.26,16.86,37.1,20.44,77.58,24.4,39.88
2013-06-28,75.67,56.41,32.99,16.86,96.23,25.2,26.98,24.21,43.15
2013-07-01,50.24,54.83,71.13,16.37,26.39,9.72,71.23,33.73,35.27
2013-07-02,52.85,54.15,44.33,16.44,41.07,6.15,39.68,31.94,29.71
2013-07-03,26.87,55.43,59.79,16.2,0.99,14.88,58.93,37.5,28.08
2013-07-05,37.54,56.51,86.6,14.89,4.96,27.98,90.28,54.96,44.54
