date,turnover,top3_ind,rise_pct,margin_pct,pct_turnover,pct_top3_ind,pct_rise_pct,pct_margin_pct,composite_sentiment
2015-03-25,63.2,53.44,4.12,15.44,75.2,48.61,3.37,30.36,39.38
2015-03-26,61.19,53.54,30.93,15.8,70.44,51.39,24.6,26.59,43.25
2015-03-27,50.47,53.22,58.76,15.07,33.93,44.25,56.15,34.72,42.26
2015-03-30,51.24,53.28,93.81,14.51,35.52,46.23,96.03,40.28,54.51
2015-03-31,55.44,49.77,13.4,15.29,52.18,8.93,9.92,32.54,25.89
2015-04-01,57.84,51.77,32.99,15.11,60.12,27.18,26.39,34.92,37.15
2015-04-02,45.71,51.07,71.13,14.67,16.47,20.83,72.22,39.48,37.25
2015-04-06,49.7,49.94,80.41,14.74,29.17,9.33,80.75,38.69,39.48
2015-04-07,45.54,49.31,38.14,14.78,16.07,6.94,29.96,38.69,22.92
2015-04-08,48.04,49.12,67.01,13.98,24.01,6.94,65.08,49.01,36.26
2015-04-09,45.91,48.95,74.23,13.09,17.66,4.96,75.79,64.09,40.62
2015-04-10,54.8,57.98,71.13,12.58,51.39,89.88,71.63,72.82,71.43
2015-04-13,54.22,53.36,25.77,13.94,49.4,51.39,21.63,49.8,43.06
2015-04-14,51.71,52.49,55.67,13.67,39.48,36.71,53.77,53.57,45.88
2015-04-15,57.51,54.5,68.04,12.84,61.31,66.47,66.87,68.06,65.67
2015-04-16,58.01,56.87,35.05,12.6,63.29,83.53,26.39,72.02,61.31
2015-04-17,71.35,55.67,6.19,13.89,89.88,77.18,4.56,49.01,55.16
2015-04-20,56.91,53.42,84.54,13.3,59.72,52.58,87.1,58.53,64.48
2015-04-21,53.47,48.89,45.36,13.25,46.23,4.56,40.48,60.71,38.0
2015-04-22,57.66,50.49,74.23,12.71,62.5,14.48,76.79,68.85,55.65
2015-04-23,74.52,58.92,59.79,12.48,93.45,95.44,58.13,74.01,80.26
2015-04-24,69.75,64.52,35.05,12.29,87.9,99.8,26.98,76.39,72.77
2015-04-27,70.45,57.96,34.02,13.12,88.69,89.88,25.79,61.11,66.37
2015-04-28,69.96,61.64,59.79,12.41,87.9,99.4,57.94,74.8,80.01
2015-04-29,67.49,55.34,36.08,13.39,85.91,75.6,27.98,54.96,61.11
2015-04-30,71.8,53.79,10.31,14.55,91.87,58.13,7.14,38.89,49.01
2015-05-01,58.03,53.0,90.72,12.7,64.09,45.83,93.85,67.66,67.86
2015-05-04,50.49,52.03,72.16,12.85,35.91,33.53,73.02,65.08,51.88
2015-05-05,59.31,55.62,6.19,14.31,68.45,77.58,4.76,41.87,48.16
2015-05-06,60.62,56.07,30.93,15.15,71.23,81.94,24.4,32.14,52.43
2015-05-07,54.45,53.4,76.29,15.13,50.2,53.37,78.77,32.74,53.77
2015-05-08,57.78,54.59,92.78,12.86,62.1,70.04,95.04,64.48,72.92
2015-05-11,49.05,52.64,24.74,13.85,28.37,41.47,20.63,50.99,35.37
2015-05-12,51.34,53.11,28.87,13.86,36.71,48.21,23.81,50.6,39.83
2015-05-13,50.43,50.79,53.61,13.76,33.93,20.44,52.58,52.58,39.88
2015-05-14,53.87,53.48,89.69,12.74,47.82,56.55,91.87,67.66,65.97
2015-05-15,54.8,52.47,56.7,12.38,51.79,37.1,55.16,76.19,55.06
2015-05-18,48.92,55.31,59.79,12.73,26.39,75.99,58.13,67.86,57.09
2015-05-19,53.24,51.99,56.7,12.85,45.04,33.53,55.36,65.67,49.9
2015-05-20,49.56,50.79,35.05,12.88,27.98,20.44,27.58,64.29,35.07
2015-05-21,51.41,52.49,50.52,12.11,36.31,39.48,48.21,80.56,51.14
2015-05-22,45.4,55.14,28.87,12.13,14.88,76.79,22.82,80.16,48.66
2015-05-26,63.63,57.18,10.31,14.06,78.77,87.5,7.14,46.63,55.01
2015-05-27,55.5,56.4,88.66,13.27,54.17,84.72,89.68,59.92,72.12
2015-05-28,47.27,54.04,40.21,13.31,20.04,62.5,35.12,58.53,44.05
2015-05-29,68.02,54.06,19.59,13.84,85.91,62.9,14.09,52.38,53.82
2015-06-01,51.73,53.62,63.92,13.97,38.29,60.12,63.29,48.81,52.63
2015-06-02,48.59,50.74,44.33,14.24,24.01,19.25,41.67,43.45,32.09
2015-06-03,49.56,53.74,65.98,13.66,26.39,62.1,65.48,56.15,52.53
2015-06-04,54.0,52.8,16.49,14.71,47.82,45.83,10.91,38.29,35.71
2015-06-05,53.53,52.63,44.33,14.21,45.04,43.85,41.87,45.24,44.0
2015-06-08,52.41,52.93,17.53,15.29,40.28,48.21,12.1,30.75,32.84
2015-06-09,52.0,54.88,53.61,14.47,37.5,77.58,53.97,42.66,52.93
2015-06-10,61.72,55.93,91.75,13.22,72.82,85.52,94.25,64.48,79.27
2015-06-11,51.04,53.82,64.95,12.85,31.94,63.69,64.48,70.63,57.69
2015-06-12,44.64,55.93,6.19,13.78,11.31,85.52,4.96,55.75,39.38
2015-06-15,51.65,54.57,17.53,15.39,34.72,74.01,12.7,29.56,37.75
2015-06-16,44.03,52.54,85.57,14.81,10.52,40.28,85.91,37.5,43.55
2015-06-17,51.32,52.98,73.2,14.5,32.34,48.61,74.4,43.25,49.65
2015-06-18,60.47,53.6,94.85,13.19,70.04,60.52,97.02,66.47,73.51
2015-06-19,79.22,52.87,16.49,13.96,95.44,46.63,11.51,52.78,51.59
2015-06-22,48.49,56.18,81.44,12.74,20.44,87.1,81.35,75.4,66.07
2015-06-23,51.69,57.67,50.52,12.11,34.33,91.87,49.6,87.9,65.92
2015-06-24,61.72,61.1,7.22,13.26,72.42,98.61,6.15,66.07,60.81
2015-06-25,50.9,55.44,24.74,14.01,30.36,80.36,22.02,50.99,45.93
2015-06-26,76.5,59.8,56.7,14.02,94.64,97.82,56.75,50.99,75.05
2015-06-29,63.37,55.87,1.03,18.85,76.79,83.53,0.4,9.92,42.66
2015-06-30,62.25,51.53,55.67,18.23,74.4,25.6,55.56,12.9,42.11
2015-07-01,51.88,53.27,80.41,16.09,35.52,50.6,80.36,24.01,47.62
2015-07-02,43.55,50.85,43.3,16.79,9.72,19.64,41.07,19.64,22.52
2015-07-06,50.06,51.01,28.87,17.01,24.8,20.83,25.6,17.06,22.07
2015-07-07,67.94,53.02,71.72,16.09,85.12,47.02,72.42,25.0,57.39
2015-07-08,59.23,55.73,1.01,19.66,64.88,83.13,0.2,7.74,38.99
2015-07-09,60.43,57.42,62.63,19.97,68.06,90.28,61.71,6.94,56.75
2015-07-10,54.71,56.52,98.99,16.83,47.82,86.71,99.8,20.44,63.69
2015-07-13,55.06,56.21,90.91,13.9,49.4,85.52,92.66,58.53,71.53
2015-07-14,55.83,53.16,71.72,13.37,51.39,47.82,71.83,66.87,59.47
2015-07-15,56.93,57.24,45.45,13.23,55.75,89.48,44.25,72.02,65.38
2015-07-16,67.77,63.21,83.84,12.11,84.72,99.4,83.53,93.25,90.23
2015-07-17,77.36,65.13,38.38,11.95,95.04,99.8,34.33,96.23,81.35
2015-07-20,68.27,62.49,52.53,12.25,85.52,98.61,51.39,90.67,81.55
2015-07-21,69.2,60.87,20.2,12.22,85.91,97.02,16.47,91.47,72.72
2015-07-22,76.05,63.65,46.46,12.12,93.85,99.01,45.83,92.26,82.74
2015-07-23,68.45,56.07,22.22,12.64,84.72,83.93,19.64,84.52,68.2
2015-07-24,77.24,57.33,16.16,13.74,94.64,89.88,11.71,62.5,64.68
2015-07-27,69.39,52.13,23.23,15.6,85.12,32.34,20.83,31.15,42.36
2015-07-28,66.64,47.34,93.94,13.44,79.56,0.99,95.83,66.47,60.71
2015-07-29,66.86,50.72,82.83,12.5,79.56,17.26,81.55,86.9,66.32
2015-07-30,58.59,55.37,51.52,12.13,58.93,77.98,50.6,92.46,69.99
2015-07-31,60.82,51.5,41.41,12.12,66.47,25.2,38.69,92.86,55.8
2015-08-03,56.46,54.6,45.45,12.56,51.79,70.83,43.65,85.52,62.95
2015-08-04,65.07,61.45,39.39,13.0,75.99,97.42,34.72,74.8,70.73
2015-08-05,71.75,63.07,73.74,12.51,89.48,98.21,74.4,85.52,86.9
2015-08-06,70.25,61.3,18.18,13.77,85.91,96.23,14.09,60.52,64.19
2015-08-07,54.76,54.25,30.3,13.39,43.45,63.29,25.6,65.48,49.45
2015-08-10,54.84,56.32,80.81,12.23,44.64,84.33,80.36,90.67,75.0
2015-08-11,66.15,62.13,17.17,13.71,77.18,97.42,12.5,60.52,61.9
2015-08-12,73.94,60.67,48.48,13.61,91.47,94.64,47.02,62.9,74.01
2015-08-13,52.07,54.27,43.43,13.49,30.75,62.1,41.07,64.09,49.5
2015-08-14,43.32,53.51,83.84,12.83,6.55,52.58,84.13,78.77,55.51
2015-08-17,46.0,51.79,73.74,13.02,11.31,25.6,74.6,73.61,46.28
2015-08-18,48.02,51.24,35.35,13.79,13.69,19.64,31.15,58.33,30.7
2015-08-19,59.65,52.27,14.14,15.25,62.1,30.36,10.52,33.73,34.18
2015-08-20,78.13,58.43,2.02,19.14,95.04,91.87,1.39,10.52,49.7
2015-08-21,112.73,56.47,2.02,28.03,99.4,83.93,1.59,0.2,46.28
2015-08-24,147.34,55.28,0.0,40.74,99.8,74.01,0.2,0.2,43.55
2015-08-25,102.7,54.5,12.12,36.02,98.21,66.07,10.91,0.6,43.95
2015-08-26,105.17,54.58,100.0,30.32,98.21,67.26,99.8,0.99,66.57
2015-08-27,93.48,54.55,98.99,26.1,96.23,66.87,99.21,1.79,66.02
2015-08-28,63.39,52.36,46.46,26.05,68.85,30.36,47.22,2.18,37.15
2015-08-31,63.9,51.53,16.16,28.43,70.04,22.82,13.1,1.39,26.84
2015-09-01,83.21,54.1,0.0,31.4,95.04,59.33,0.4,0.99,38.94
2015-09-02,67.27,54.16,95.96,26.09,76.39,60.91,97.02,2.98,59.33
2015-09-03,58.31,53.86,68.69,25.61,52.18,56.94,68.45,3.77,45.34
2015-09-04,60.37,53.59,5.05,27.8,59.33,53.37,5.75,2.58,30.26
2015-09-08,63.6,53.62,98.99,24.9,68.06,54.56,99.01,5.36,56.75
2015-09-09,63.67,57.88,4.04,26.23,68.85,89.88,4.17,2.98,41.47
2015-09-10,60.41,54.29,69.7,24.37,58.93,64.48,69.64,6.55,49.9
2015-09-11,51.86,52.41,74.75,23.2,25.2,31.55,75.99,7.34,35.02
2015-09-14,49.03,54.81,24.24,24.25,13.29,72.02,24.4,6.94,29.17
2015-09-15,55.87,51.56,97.98,22.54,41.07,23.61,98.21,8.53,42.86
2015-09-16,54.25,49.5,89.9,21.35,33.93,7.74,89.48,10.12,35.32
2015-09-17,71.57,54.09,46.46,21.14,85.12,60.52,48.21,10.91,51.19
2015-09-18,114.41,55.02,5.05,22.28,99.4,74.4,6.35,9.33,47.37
2015-09-21,56.63,52.82,76.77,20.14,43.85,40.28,76.39,14.48,43.75
2015-09-22,62.94,52.72,6.06,22.44,65.28,38.69,6.94,8.93,29.96
2015-09-23,46.25,49.68,39.39,22.13,7.74,8.53,37.3,10.12,15.92
2015-09-24,65.64,51.83,35.35,23.47,72.02,27.98,34.13,7.74,35.47
2015-09-25,67.08,50.39,58.59,23.62,75.2,10.91,59.72,7.34,38.29
2015-09-28,72.46,52.4,1.01,27.63,87.9,32.74,1.19,2.98,31.2
2015-09-29,68.39,54.12,63.64,26.83,78.77,62.5,63.29,3.37,51.98
2015-09-30,69.31,52.72,98.99,24.5,79.96,39.48,98.81,7.34,56.4
2015-10-01,63.8,52.27,59.6,22.55,66.87,31.55,60.12,10.52,42.26
2015-10-02,71.85,54.63,89.9,20.94,86.71,72.02,88.89,16.47,66.02
2015-10-05,65.83,49.0,90.91,19.54,70.04,5.36,90.87,20.83,46.78
2015-10-06,62.79,50.63,31.31,19.4,62.1,14.09,29.96,22.02,32.04
2015-10-07,61.42,49.34,77.78,18.4,58.13,6.94,76.79,26.39,42.06
2015-10-08,63.1,55.11,82.83,17.42,62.9,75.6,80.95,28.77,62.05
2015-10-09,57.01,50.66,48.48,17.08,43.45,14.88,48.81,30.36,34.38
2015-10-12,44.06,52.89,63.64,16.17,4.56,41.87,61.9,35.52,35.96
2015-10-13,52.07,50.83,18.18,17.67,25.99,17.26,16.27,27.18,21.68
2015-10-14,66.98,50.3,30.3,18.03,74.4,10.12,27.78,25.99,34.57
2015-10-15,67.52,51.22,89.9,16.05,76.79,21.23,89.09,37.1,56.05
2015-10-16,62.94,46.48,75.76,15.05,63.69,0.6,74.8,48.21,46.83
2015-10-19,59.01,49.81,55.56,14.98,50.6,9.72,54.56,48.21,40.77
2015-10-20,60.99,54.85,44.44,15.75,58.53,73.21,43.45,38.29,53.37
2015-10-21,59.22,47.82,34.34,16.7,52.18,2.18,30.36,31.94,29.17
2015-10-22,84.19,49.36,88.89,14.45,96.23,8.13,87.9,54.56,61.71
2015-10-23,90.8,59.08,73.74,14.46,96.23,93.45,73.21,54.17,79.27
2015-10-26,64.64,55.74,45.45,15.29,69.64,80.75,45.04,42.06,59.37
2015-10-27,66.6,54.23,32.32,15.43,73.61,64.09,29.17,39.48,51.59
2015-10-28,73.75,57.03,80.81,14.33,89.48,87.1,80.56,55.36,78.12
2015-10-29,58.97,52.93,38.38,14.61,49.8,43.45,34.92,50.99,44.79
2015-10-30,72.77,49.99,27.27,15.07,88.69,10.91,25.2,45.63,42.61
2015-11-02,60.03,49.97,86.87,14.15,54.56,10.91,86.31,58.93,52.68
2015-11-03,61.7,50.83,59.6,14.54,59.72,19.25,59.92,52.18,47.77
2015-11-04,68.47,53.89,36.36,15.51,79.56,58.53,33.53,38.69,52.58
2015-11-05,66.68,56.8,44.44,15.05,73.21,86.31,44.84,47.62,63.0
2015-11-06,70.16,54.55,46.46,14.33,82.34,68.06,48.81,55.95,63.79
2015-11-09,66.87,50.83,7.07,16.52,73.21,18.45,8.13,32.74,33.13
2015-11-10,64.1,54.04,62.63,15.29,66.87,58.53,63.49,43.06,57.99
2015-11-11,57.86,52.18,46.46,16.06,44.25,31.94,49.4,35.12,40.18
2015-11-12,64.9,52.24,7.07,18.37,67.26,31.94,8.33,23.61,32.79
2015-11-13,72.45,50.82,12.12,20.08,87.9,17.26,11.9,16.27,33.33
2015-11-16,71.22,52.61,93.94,18.16,83.53,37.9,94.05,25.2,60.17
2015-11-17,69.99,54.25,41.41,18.84,80.75,64.09,41.27,22.42,52.13
2015-11-18,67.62,51.22,95.96,16.85,74.8,21.63,96.43,31.75,56.15
2015-11-19,62.04,52.32,56.57,16.99,57.74,33.53,56.94,30.75,44.74
2015-11-20,68.42,50.17,67.68,15.47,77.18,10.12,66.87,42.26,49.11
2015-11-23,57.37,49.04,30.3,15.62,39.48,4.96,28.77,40.67,28.47
2015-11-24,63.92,49.98,43.43,15.93,64.09,10.12,43.65,38.69,39.14
2015-11-25,43.72,48.12,47.47,15.19,3.77,2.58,50.99,49.4,26.69
2015-11-27,24.05,53.33,59.6,15.12,0.6,49.4,60.91,50.6,40.38
2015-11-30,70.76,48.65,25.25,16.13,82.74,2.98,25.6,36.71,37.0
2015-12-01,62.49,48.95,87.88,14.67,57.74,4.17,85.52,57.14,51.14
2015-12-02,62.14,53.36,3.03,15.91,56.94,49.8,2.98,39.88,37.4
2015-12-03,74.33,50.86,11.11,18.11,90.28,20.04,11.71,25.99,37.0
2015-12-04,73.97,53.31,94.95,14.81,89.48,48.21,95.04,55.56,72.07
2015-12-07,58.25,50.73,28.28,15.84,41.07,16.87,27.58,40.67,31.55
2015-12-08,59.14,51.51,29.29,17.6,44.25,25.2,29.17,27.58,31.55
2015-12-09,67.35,51.86,10.1,19.61,71.63,29.96,10.12,18.45,32.54
2015-12-10,55.47,49.91,61.62,19.34,31.15,10.12,63.69,20.83,31.45
2015-12-11,70.94,52.75,2.02,24.39,81.94,41.07,2.58,6.55,33.04
2015-12-14,75.11,53.93,71.72,22.73,90.67,57.34,71.23,9.33,57.14
2015-12-15,74.24,50.06,81.82,20.95,89.48,11.71,80.36,14.29,48.96
2015-12-16,75.35,52.04,96.97,17.86,90.67,31.15,97.42,26.79,61.51
2015-12-17,65.47,51.75,8.08,18.94,64.09,26.39,9.33,21.63,30.36
2015-12-18,113.91,53.24,3.03,20.7,99.01,46.63,3.57,14.88,41.02
2015-12-21,56.65,53.04,88.89,18.7,35.12,44.64,87.7,24.01,47.87
2015-12-22,49.63,48.08,92.93,16.6,12.1,2.18,92.66,36.71,35.91
2015-12-23,50.9,50.28,91.92,15.57,15.28,12.5,91.87,45.04,41.17
2015-12-24,18.95,50.03,28.28,15.74,0.2,11.71,27.78,43.45,20.78
2015-12-28,37.11,52.18,32.32,16.91,1.79,32.74,33.33,33.53,25.35
2015-12-29,43.37,56.0,95.96,16.08,2.58,82.34,96.23,39.88,55.26
2015-12-30,34.98,53.13,8.08,17.29,0.99,45.83,9.92,30.56,21.83
2015-12-31,44.25,52.79,4.04,18.21,4.17,40.28,4.76,25.99,18.8
2016-01-04,86.22,52.75,9.09,20.7,95.83,39.48,10.91,15.08,40.33
2016-01-05,65.71,52.98,64.65,19.34,65.28,43.06,65.28,20.63,48.56
2016-01-06,75.3,53.94,16.16,20.59,90.28,58.13,16.07,15.28,44.94
2016-01-07,92.33,54.51,3.03,24.99,96.23,68.45,3.77,5.75,43.55
2016-01-08,75.92,53.14,12.12,27.01,90.67,45.04,14.48,3.37,38.39
2016-01-11,71.2,50.18,74.75,24.3,81.15,12.5,75.4,8.13,44.3
2016-01-12,66.62,51.57,80.81,22.47,66.47,26.39,79.17,11.31,45.83
2016-01-13,81.56,52.99,5.05,25.22,94.25,42.66,6.55,6.15,37.4
2016-01-14,87.79,51.61,88.89,23.95,95.44,26.79,86.71,9.33,54.56
2016-01-15,105.06,53.9,2.02,27.02,97.82,57.74,2.78,3.37,40.43
2016-01-19,80.17,53.9,61.62,26.05,92.66,58.13,62.7,5.95,54.86
2016-01-20,111.65,55.05,16.16,27.59,98.21,74.8,17.46,3.37,48.46
2016-01-21,78.06,52.57,64.65,26.69,90.67,36.71,65.48,4.96,49.45
2016-01-22,76.73,53.98,90.91,22.34,89.48,60.12,90.67,14.48,63.69
2016-01-25,68.83,52.92,9.09,24.15,73.21,41.47,11.9,10.91,34.37
2016-01-26,67.89,52.21,85.86,22.5,70.04,31.94,83.53,14.09,49.9
2016-01-27,83.59,54.92,28.28,23.11,93.45,74.01,28.37,12.9,52.18
2016-01-28,90.41,57.19,63.64,22.42,94.64,88.69,63.69,15.67,65.67
2016-01-29,110.28,51.95,94.95,20.2,97.82,29.17,95.24,20.44,60.66
2016-02-01,75.16,53.14,49.49,19.98,86.31,46.63,51.79,21.23,51.49
2016-02-02,83.46,57.08,8.08,21.98,92.66,87.9,10.91,17.26,52.18
2016-02-03,99.02,55.05,58.59,21.65,96.23,74.8,58.33,17.66,61.76
2016-02-04,83.94,52.39,58.59,21.84,92.66,33.93,58.13,17.66,50.6
2016-02-05,92.4,55.26,20.2,23.38,95.04,75.99,21.83,12.5,51.34
2016-02-08,98.86,55.01,32.32,26.0,95.83,73.21,33.93,7.34,52.58
2016-02-09,83.96,55.8,51.52,26.54,91.87,80.75,53.17,5.36,57.79
2016-02-10,72.5,55.53,43.43,26.29,80.75,78.37,43.45,5.75,52.08
2016-02-11,89.25,54.25,15.15,28.14,93.06,65.28,16.47,2.18,44.25
2016-02-12,69.11,54.61,91.92,25.4,72.02,70.44,92.06,9.33,60.96
2016-02-16,70.58,53.84,93.94,24.11,75.6,56.94,93.85,13.29,59.92
2016-02-17,74.45,51.55,88.89,22.31,82.74,24.8,86.9,19.25,53.42
2016-02-18,63.3,50.84,33.33,21.64,53.77,19.25,35.12,21.63,32.44
2016-02-19,61.74,48.47,49.49,20.53,49.01,2.18,52.38,24.8,32.09
2016-02-22,61.83,48.52,91.92,19.38,49.8,2.58,91.47,28.77,43.15
2016-02-23,55.19,49.43,13.13,20.98,29.17,6.94,15.67,22.82,18.65
2016-02-24,64.24,50.59,64.65,20.72,57.34,14.48,66.07,24.01,40.48
2016-02-25,56.35,49.58,95.96,19.11,31.94,7.74,96.03,31.15,41.72
2016-02-26,61.89,48.67,41.41,19.81,49.8,3.37,42.66,27.98,30.95
2016-02-29,65.81,50.45,22.22,20.55,60.12,14.88,24.21,25.6,31.2
2016-03-01,69.7,51.62,93.94,17.7,72.42,28.77,93.25,37.1,57.89
2016-03-02,60.78,49.79,60.61,17.09,44.64,9.33,61.71,39.09,38.69
2016-03-03,58.51,49.08,67.68,16.7,37.9,5.75,67.46,42.86,38.49
2016-03-04,64.93,51.63,63.64,16.86,57.74,29.17,63.89,41.47,48.07
2016-03-07,62.72,50.83,48.48,17.35,50.6,21.63,50.2,38.69,40.28
2016-03-08,59.23,50.68,23.23,18.67,40.28,18.06,24.21,33.93,29.12
2016-03-09,56.12,46.58,60.61,18.34,29.96,0.6,61.51,35.12,31.8
2016-03-10,62.14,50.75,45.45,18.05,49.4,20.04,46.43,37.1,38.24
2016-03-11,59.76,48.98,91.92,16.5,41.87,5.36,90.48,45.83,45.88
2016-03-14,48.53,48.44,40.4,16.92,8.93,2.58,40.28,42.26,23.51
2016-03-15,49.94,49.62,49.49,16.84,12.5,10.12,51.39,43.85,29.46
2016-03-16,60.47,52.7,73.74,14.99,43.85,43.45,73.41,60.91,55.41
2016-03-17,70.15,45.35,75.76,14.44,74.01,0.2,76.19,67.66,54.51
2016-03-18,104.54,48.03,64.65,14.02,96.63,2.18,65.87,71.03,58.93
2016-03-21,52.57,50.06,53.54,13.79,21.23,15.67,53.37,75.79,41.52
2016-03-22,52.28,49.22,37.37,14.17,20.83,8.53,37.1,70.04,34.13
2016-03-23,51.13,48.34,26.26,14.94,15.67,3.37,25.6,61.71,26.59
2016-03-24,51.48,49.32,45.45,14.74,17.66,9.72,45.44,63.1,33.98
2016-03-28,42.24,48.9,46.46,15.24,1.79,6.15,47.22,56.55,27.93
2016-03-29,55.08,52.26,83.84,13.82,28.37,39.09,81.94,75.99,56.35
2016-03-30,54.28,55.67,68.69,13.56,25.2,81.94,69.44,79.96,64.14
2016-03-31,56.23,47.42,35.35,13.95,31.15,1.79,34.72,72.82,35.12
2016-04-01,58.3,50.07,83.84,13.1,37.5,17.66,82.14,85.52,55.7
2016-04-04,54.72,53.27,29.29,14.12,25.99,55.36,28.17,69.25,44.69
2016-04-05,58.47,54.63,9.09,15.42,37.9,74.01,11.31,54.17,44.35
2016-04-06,55.1,51.98,86.87,14.09,27.98,34.72,84.13,69.25,54.02
2016-04-07,54.21,48.18,6.06,16.16,22.82,3.77,7.14,47.42,20.29
2016-04-08,47.17,50.29,64.65,15.36,6.55,18.06,66.47,55.36,36.61
2016-04-11,51.36,50.06,32.32,16.26,15.28,16.07,32.14,47.02,27.63
2016-04-12,50.68,49.89,92.93,14.85,12.9,13.69,92.46,62.1,45.29
2016-04-13,66.21,59.07,78.79,13.84,61.31,93.85,77.18,75.79,77.03
2016-04-14,51.37,53.99,50.51,13.72,16.07,64.48,51.79,79.17,52.88
2016-04-15,54.74,55.15,56.57,13.62,25.99,78.37,55.95,80.36,60.17
2016-04-18,57.01,56.31,87.88,13.35,34.33,86.71,84.13,83.13,72.07
2016-04-19,64.17,56.16,62.63,13.24,56.94,85.52,62.9,85.12,72.62
2016-04-20,60.71,52.31,58.59,13.28,44.64,39.88,57.54,83.93,56.5
2016-04-21,63.08,53.5,28.28,13.95,52.18,57.34,26.19,73.81,52.38
2016-04-22,73.68,60.17,63.64,13.22,81.15,94.64,64.48,86.51,81.7
2016-04-25,49.49,53.2,43.43,14.08,10.12,54.17,41.27,71.23,44.2
2016-04-26,55.43,55.36,62.63,13.96,29.17,80.36,62.7,73.81,61.51
2016-04-27,70.34,61.67,68.69,13.77,75.6,97.42,69.64,78.97,80.41
2016-04-28,76.16,58.73,15.15,15.22,85.91,93.45,15.87,58.13,63.34
2016-04-29,78.49,53.93,27.27,15.7,88.29,63.29,25.4,52.58,57.39
2016-05-02,57.86,52.86,86.87,14.68,35.52,47.82,83.53,64.88,57.94
2016-05-03,58.86,50.59,16.16,15.6,38.29,20.04,16.87,53.57,32.19
2016-05-04,59.2,52.66,27.27,16.05,39.88,44.64,25.6,50.4,40.13
2016-05-05,54.65,49.52,51.52,15.91,24.8,11.31,52.18,51.59,34.97
2016-05-06,53.06,51.06,80.81,14.72,21.63,28.37,78.17,64.88,48.26
2016-05-09,48.1,47.67,52.53,14.57,7.74,2.18,53.17,66.87,32.49
2016-05-10,52.07,52.33,93.94,13.63,20.44,41.47,93.45,82.74,59.52
2016-05-11,55.32,54.03,14.14,14.69,29.17,65.67,14.68,65.67,43.8
2016-05-12,59.27,55.14,54.55,14.41,41.47,78.77,54.17,70.04,61.11
2016-05-13,55.15,51.57,10.1,15.04,27.98,32.74,11.9,62.1,33.68
2016-05-16,57.68,58.09,88.89,14.68,34.72,92.66,86.31,66.67,70.09
2016-05-17,66.88,52.65,10.1,15.57,64.88,45.44,12.1,55.16,44.39
2016-05-18,65.45,52.85,51.52,15.95,59.33,49.01,52.78,50.99,53.03
2016-05-19,58.1,48.87,25.25,16.33,34.72,6.94,25.4,47.02,28.52
2016-05-20,57.72,50.46,74.75,15.2,33.53,21.23,74.4,61.31,47.62
2016-05-23,47.56,53.22,35.35,15.82,6.94,55.75,34.92,53.37,37.75
2016-05-24,54.14,53.58,95.96,14.42,21.23,59.33,96.23,72.82,62.4
2016-05-25,53.79,54.06,75.76,13.9,20.83,67.26,75.2,80.56,60.96
2016-05-26,47.62,54.39,40.4,13.43,6.94,71.63,38.1,88.29,51.24
2016-05-27,41.28,53.45,76.77,13.12,1.79,58.53,75.79,92.26,57.09
2016-05-31,67.01,49.3,34.34,14.19,65.67,10.12,33.33,75.2,46.08
2016-06-01,49.64,52.18,61.62,14.2,10.91,38.29,60.52,74.8,46.13
2016-06-02,49.72,52.84,64.65,13.63,10.91,49.4,65.87,85.32,52.88
2016-06-03,53.97,53.53,40.4,13.47,21.23,60.12,37.9,87.1,51.59
2016-06-06,48.15,48.3,74.75,13.65,8.53,4.56,73.41,84.33,42.71
2016-06-07,48.15,49.06,47.47,14.05,8.53,9.72,46.83,76.39,35.37
2016-06-08,46.18,46.86,66.67,14.08,6.15,1.39,66.87,75.79,37.55
2016-06-09,45.07,49.55,44.44,14.64,5.75,14.09,41.87,68.85,32.64
2016-06-10,53.69,50.62,14.14,17.03,20.83,24.4,15.28,41.47,25.5
2016-06-13,56.94,53.73,15.15,20.97,32.34,63.29,16.07,23.21,33.73
2016-06-14,55.38,51.79,46.46,20.5,27.58,37.1,45.83,26.79,34.33
2016-06-15,50.35,52.0,33.33,20.14,12.9,39.48,32.14,27.78,28.08
2016-06-16,53.83,48.59,81.82,19.37,20.44,6.94,80.16,31.94,34.87
2016-06-17,79.9,50.26,36.36,19.41,88.69,21.63,35.32,31.15,44.2
2016-06-20,55.1,50.5,84.85,18.37,26.39,24.4,83.13,36.9,42.71
2016-06-21,49.15,51.59,62.63,18.48,10.12,36.71,62.5,36.31,36.41
2016-06-22,52.08,52.56,31.31,21.17,18.06,48.21,29.76,22.42,29.61
2016-06-23,52.56,51.9,95.96,17.25,18.85,40.28,96.03,43.85,49.75
2016-06-24,122.11,53.69,4.04,25.76,99.4,64.88,5.36,8.93,44.64
2016-06-27,84.33,52.42,16.16,23.85,91.47,48.61,17.86,14.48,43.11
2016-06-28,69.42,50.83,96.97,18.75,72.42,29.56,97.22,36.31,58.88
2016-06-29,63.54,51.07,93.94,16.64,53.37,32.74,92.46,50.2,57.19
2016-06-30,71.98,48.95,92.93,15.63,77.98,8.93,90.67,59.33,59.23
2016-07-01,51.91,47.32,54.55,14.77,15.67,1.79,53.97,70.04,35.37
2016-07-05,57.3,49.11,33.33,15.58,33.13,12.1,31.55,60.12,34.23
2016-07-06,59.26,47.53,78.79,14.96,41.47,2.98,76.19,68.45,47.27
